repo,stars,forks,watchers,open_issues,language,license,archived,disabled,created_at,updated_at,pushed_at,size_kb,has_wiki,has_pages,default_branch,topics,homepage,description,html_url,contributors,closed_issues,issue_resolution_rate,days_since_last_update,commits_window,stars_n,commits_n,contributors_n,issues_n,staleness_n,readme_score,ci_test_score,domain,domain_weight,composite_v2,key,bench_score,pass_score,latency_score,final_score 
trailofbits/it-depends,372,20,23,23,Python,LGPL-3.0,False,False,2021-01-28T23:18:50Z,2025-10-08T18:51:12Z,2025-10-20T15:13:20Z,522,True,False,master,dependency-analysis;dependency-graph;hacktoberfest;hacktoberfest2021;sbom;sbom-generator;sbom-tool;vulnerability-scanner,https://blog.trailofbits.com/2021/12/16/it-depends/,A tool to automatically build a dependency graph and Software Bill of Materials (SBOM) for packages and arbitrary source code repositories.,https://github.com/trailofbits/it-depends,0,0,0.0,9,0,0.0133300215267428,0.0,0.0,0.0,0.9915413533834586,0.75,0.0,material,0.9,0.1928881256793249,it-depends,0.0,,,0.1350216879755274
Psy-Fer/SquiggleKit,128,23,12,22,Python,MIT,False,False,2018-11-21T13:12:09Z,2025-10-13T08:42:46Z,2024-02-16T02:49:47Z,8900,True,True,master,bioinformatics;nanopore,,SquiggleKit: A toolkit for manipulating nanopore signal data,https://github.com/Psy-Fer/SquiggleKit,0,0,0.0,621,0,0.0032290114257327,0.0,0.0,0.0,0.4163533834586466,1.0,0.0,bio,1.0,0.1922811406310112,squigglekit,0.0,,,0.13459679844170783
giuvecchio/matfuse-sd,51,5,2,4,Python,MIT,False,False,2024-02-20T16:43:24Z,2025-10-28T07:39:23Z,2024-10-07T13:27:21Z,6991,False,False,main,cvpr2024;diffusion-models;generative-ai;pbr-materials;rendering;svbrdf,https://gvecchio.com/matfuse/,MatFuse: Controllable Material Generation with Diffusion Models (CVPR2024),https://github.com/giuvecchio/matfuse-sd,0,0,0.0,387,0,4.139758238118894e-05,0.0,0.0,0.0,0.6362781954887218,1.0,0.0,material,0.9,0.1922724891588136,matfuse-sd,0.0,,,0.1345907424111695
Russel88/CRISPRCasTyper,102,21,2,16,Python,MIT,False,False,2020-04-19T14:59:22Z,2025-10-10T02:15:07Z,2024-02-15T10:41:34Z,261687,True,False,master,bioinformatics;cas;crispr;crispr-analysis;crispr-cas;crispr-cas9,https://typer.crispr.dk,CCTyper: Automatic detection and subtyping of CRISPR-Cas operons,https://github.com/Russel88/CRISPRCasTyper,0,0,0.0,622,0,0.0021526742838218,0.0,0.0,0.0,0.4154135338345864,1.0,0.0,bio,1.0,0.191971888240223,crisprcastyper,0.0,,,0.1343803217681561
JonathanShor/DoubletDetection,93,23,5,8,Python,MIT,False,False,2017-03-26T18:41:24Z,2025-09-29T02:44:49Z,2025-02-06T21:52:07Z,8442,True,False,main,scrna-seq,https://doubletdetection.readthedocs.io/en/stable/,Doublet detection in single-cell RNA-seq data.,https://github.com/JonathanShor/DoubletDetection,0,0,0.0,264,0,0.0017800960423911,0.0,0.0,0.0,0.7518796992481203,0.77528,0.0,bio,1.0,0.1918359891332902,doubletdetection,0.0,,,0.13428519239330314
KingsburyLab/pyEQL,70,23,3,20,Python,NOASSERTION,False,False,2013-11-05T22:23:57Z,2025-10-23T07:32:59Z,2025-10-16T16:21:46Z,4136,False,False,main,,,A Python library for solution chemistry,https://github.com/KingsburyLab/pyEQL,0,0,0.0,13,0,0.0008279516476237,0.0,0.0,0.0,0.987781954887218,0.6858400000000001,0.0,chem,0.95,0.1917287965273342,pyeql,0.0,,,0.13421015756913393
dmis-lab/biobert,2160,478,61,57,Python,NOASSERTION,False,False,2019-01-24T18:27:35Z,2025-10-28T15:35:22Z,2023-08-13T21:11:54Z,508,True,False,master,,http://doi.org/10.1093/bioinformatics/btz682,Bioinformatics'2020: BioBERT: a pre-trained biomedical language representation model for biomedical text mining,https://github.com/dmis-lab/biobert,0,0,0.0,807,0,0.0873488988243086,0.0,0.0,0.0,0.2415413533834586,1.0,0.0,bio,1.0,0.1916239151032076,biobert,0.0,,,0.1341367405722453
mcs07/PubChemPy,462,119,18,30,Python,MIT,False,False,2013-01-06T02:35:45Z,2025-10-28T17:33:33Z,2025-09-08T20:52:27Z,531,False,False,main,cheminformatics;chemistry;pubchem;python,http://docs.pubchempy.org,Python wrapper for the PubChem PUG REST API.,https://github.com/mcs07/PubChemPy,0,0,0.0,50,0,0.0170558039410498,0.0,0.0,0.0,0.9530075187969924,0.68392,0.0,chem,0.95,0.1912349170345137,pubchempy,0.0,,,0.13386444192415958
GangCaoLab/CoolBox,247,40,4,38,Python,GPL-3.0,False,False,2018-04-09T14:52:54Z,2025-08-29T01:22:29Z,2025-10-28T08:19:34Z,228794,True,True,master,,https://gangcaolab.github.io/CoolBox/index.html,Jupyter notebook based genomic data visualization toolkit.,https://github.com/GangCaoLab/CoolBox,0,0,0.0,1,0,0.0081553237290942,0.0,0.0,0.0,0.99906015037594,0.5976,0.0,bio,1.0,0.1911770797834128,coolbox,0.0,,,0.13382395584838896
mpkasp/django-bom,123,45,10,20,Python,GPL-3.0,False,False,2017-06-25T04:07:06Z,2025-09-29T12:32:13Z,2024-05-21T00:47:09Z,1129,True,False,master,,,A simple bill of materials app built using the django web framework.,https://github.com/mpkasp/django-bom,0,0,0.0,526,0,0.0030220235138267,0.0,0.0,0.0,0.5056390977443609,1.0,0.0,chem,0.95,0.1911098987533413,django-bom,0.0,,,0.1337769291273389
Riga2/TensoSDF,79,3,3,3,Python,MIT,False,False,2024-03-23T13:05:28Z,2025-09-01T18:20:12Z,2024-09-20T03:58:23Z,4606,False,False,main,,,[SIGGRAPH 2024] TensoSDF: Roughness-aware Tensorial Representation for Robust Geometry and Material Reconstruction,https://github.com/Riga2/TensoSDF,0,0,0.0,404,0,0.0012005298890544,0.0,0.0,0.0,0.6203007518796992,1.0,0.0,material,0.9,0.1910431630492027,tensosdf,0.0,,,0.1337302141344419
jepegit/cellpy,94,32,11,33,Python,MIT,False,False,2015-12-17T11:33:35Z,2025-08-20T08:41:43Z,2025-10-10T08:24:59Z,438095,True,False,master,battery;chemistry;data-analysis;electrochemistry;opensource;physics,,extract and tweak data from electrochemical tests of cells,https://github.com/jepegit/cellpy,0,0,0.0,19,0,0.0018214936247723,0.0,0.0,0.0,0.9821428571428572,0.68128,0.0,chem,0.95,0.1907320552172781,cellpy,0.0,,,0.13351243865209467
santosomar/AI-agents-for-cybersecurity,94,33,2,0,Python,BSD-3-Clause,False,False,2024-08-06T18:31:24Z,2025-10-22T03:14:10Z,2025-10-19T04:33:53Z,12289,True,False,main,agentic-ai;agentic-rag;agents;ai;artificial-intelligence;cyber;cybersecurity;langchain;langchain-python;langgraph;langgraph-python,,"This repository contains resources and materials for the ""AI Agents and Retrieval Augmented Generation (RAG) for Cybersecurity Operations"" and other courses by Omar Santos.",https://github.com/santosomar/AI-agents-for-cybersecurity,0,0,,10,0,0.0018214936247723,0.0,0.0,0.0,0.9906015037593984,0.75,0.0,material,0.9,0.1907320041908048,ai-agents-for-cybersecurity,0.0,,,0.13351240293356334
AstraZeneca/kallisto,66,21,2,5,Python,Apache-2.0,False,False,2021-01-27T12:08:57Z,2025-09-17T00:03:44Z,2024-02-01T10:34:54Z,456,True,False,master,chemistry;computational-chemistry;machinelearning;quantum-chemistry,https://ehjc.gitbook.io/kallisto/,Efficiently calculate 3D-features for quantitative structure-activity relationship approaches.,https://github.com/AstraZeneca/kallisto,0,0,0.0,636,0,0.000662361318099,0.0,0.0,0.0,0.4022556390977443,1.0,0.0,other,1.0,0.1903580361733942,kallisto,0.0,,,0.13325062532137594
theochem/iodata,137,49,7,36,Python,LGPL-3.0,False,False,2017-08-13T16:24:39Z,2025-10-22T17:15:55Z,2025-10-22T17:15:49Z,5335,False,True,main,computational-biology;computational-chemistry;computational-physics;data-parsing;file-conversion;file-converter;file-format-converter;file-format-library;file-formats;input-output;json-schema;molecular-dynamics;molecular-dynamics-simulation;molecular-electronic-structure;molecular-mechanics;molecular-simulation;quantum-chemistry;quantum-chemistry-packages;quantum-chemistry-programs;theoretical-chemistry,https://iodata.readthedocs.io/,"Python library for reading, writing, and converting computational chemistry file formats and generating input files.",https://github.com/theochem/iodata,0,0,0.0,7,0,0.0036015896671634,0.0,0.0,0.0,0.993421052631579,0.66872,0.0,chem,0.95,0.190351902036761,iodata,0.0,,,0.1332463314257327
adaptyvbio/ProteinFlow,266,17,7,2,Python,BSD-3-Clause,False,False,2023-02-15T15:46:19Z,2025-09-25T13:40:15Z,2024-02-14T11:33:01Z,62079,True,True,main,bioinformatics;dataset;deep-learning;protein-data-bank;protein-design;protein-structure,https://adaptyvbio.github.io/ProteinFlow/,Versatile computational pipeline for processing protein structure data for deep learning applications.,https://github.com/adaptyvbio/ProteinFlow,0,0,0.0,623,0,0.0089418777943368,0.0,0.0,0.0,0.4144736842105263,0.98,0.0,bio,1.0,0.19023574397992,proteinflow,0.0,,,0.13316502078594397
GenomicsStandardsConsortium/mixs,55,22,16,488,Python,CC0-1.0,False,False,2017-05-31T13:36:20Z,2025-10-28T16:04:16Z,2025-10-28T18:00:13Z,81047,True,True,main,bioinformatics;contextual-data;genomics;gsc;json-schema;metagenomes;standard,https://w3id.org/mixs,Minimum Information about any (X) Sequence” (MIxS) specification,https://github.com/GenomicsStandardsConsortium/mixs,0,0,0.0,1,0,0.0002069879119059,0.0,0.0,0.0,0.99906015037594,0.6000000000000001,0.0,bio,1.0,0.1899474126199752,mixs,0.0,,,0.13296318883398262
txie-93/cdvae,335,118,4,48,Python,MIT,False,False,2021-12-09T19:40:16Z,2025-10-28T20:49:26Z,2024-08-14T04:59:20Z,141383,True,False,main,,,An SE(3)-invariant autoencoder for generating the periodic structure of materials [ICLR 2022],https://github.com/txie-93/cdvae,0,0,0.0,441,0,0.0117983109786388,0.0,0.0,0.0,0.5855263157894737,1.0,0.0,material,0.9,0.1898210643972076,cdvae,0.0,,,0.1328747450780453
sanger-pathogens/ariba,180,59,19,47,Python,NOASSERTION,False,False,2015-02-11T10:13:06Z,2025-10-08T07:45:04Z,2023-10-12T08:14:20Z,12533,True,True,master,bioinformatics;bioinformatics-pipeline;genomics;global-health;infectious-diseases;next-generation-sequencing;pathogen;research;sequencing,http://sanger-pathogens.github.io/ariba/,Antimicrobial Resistance Identification By Assembly,https://github.com/sanger-pathogens/ariba,0,0,0.0,748,0,0.0053816857095545,0.0,0.0,0.0,0.2969924812030075,1.0,0.0,ml,1.05,0.1898143645253222,ariba,0.0,,,0.13287005516772551
microsoft/timewarp,56,5,5,2,Python,MIT,False,False,2023-08-02T09:59:57Z,2025-08-01T08:35:01Z,2024-08-21T15:16:40Z,6874,True,False,main,,,Timewarp is a research project using deep learning to accelerate molecular dynamics simulation.,https://github.com/microsoft/timewarp,0,0,0.0,434,0,0.0002483854942871,0.0,0.0,0.0,0.5921052631578947,0.81,0.0,ml,1.05,0.1897982135853792,timewarp,0.0,,,0.13285874950976545
vappiah/bacterial-genomics-tutorial,59,42,2,4,Python,MIT,False,False,2020-10-07T19:22:00Z,2025-10-26T16:45:00Z,2024-01-25T13:15:05Z,7279,True,False,main,,,,https://github.com/vappiah/bacterial-genomics-tutorial,0,0,0.0,643,0,0.0003725782414307,0.0,0.0,0.0,0.3956766917293233,1.0,0.0,bio,1.0,0.1896421848212184,bacterial-genomics-tutorial,0.0,,,0.13274952937485288
gao-lab/SLAT,88,10,1,0,Python,MIT,False,False,2022-10-25T08:19:45Z,2025-08-19T09:17:07Z,2024-12-20T15:31:13Z,350730,True,False,main,bioinformatics;deep-learning;graph-neural-networks;single-cell;single-cell-analysis;spatial-data;spatial-transcriptomics,https://slat.readthedocs.io/en/latest/,Spatial-Linked Alignment Tool,https://github.com/gao-lab/SLAT,0,0,,313,0,0.0015731081304851,0.0,0.0,0.0,0.7058270676691729,0.7303999999999999,0.0,ml,1.05,0.189480194812665,slat,0.0,,,0.1326361363688655
biodatageeks/polars-bio,98,25,2,47,Python,Apache-2.0,False,False,2024-11-26T16:58:18Z,2025-10-27T16:56:22Z,2025-10-26T01:28:55Z,34823,False,True,master,arrow;bioinformatics;dataframes;datafusion;genomic-intervals;genomic-ranges;genomics;pandas;polars;rust-lang,http://biodatageeks.org/polars-bio/,Blazing-Fast Bioinformatic Operations on Python DataFrames,https://github.com/biodatageeks/polars-bio,0,0,0.0,3,0,0.001987083954297,0.0,0.0,0.0,0.9971804511278196,0.58904,0.0,bio,1.0,0.1884714619036414,polars-bio,0.0,,,0.13193002333254897
Freely-Given-org/BibleOrgSys,90,21,16,19,Python,GPL-3.0,False,False,2011-01-30T22:07:34Z,2025-10-26T19:28:00Z,2025-08-20T08:52:12Z,78853,True,False,main,bcv;bible;converter;pypi;python;usfm;usx,http://openscriptures.org/blog/2011/01/bible-organisational-system/,Bible Organisational System (an internationalised Python library for handling different book/chapter/verse materials like Bibles and commentaries),https://github.com/Freely-Given-org/BibleOrgSys,0,0,0.0,70,0,0.0016559032952475,0.0,0.0,0.0,0.9342105263157896,0.6300000000000001,0.0,bio,1.0,0.1882522332906284,bibleorgsys,0.0,,,0.13177656330343987
zzzyuqing/DreamMat,381,18,9,19,Python,MIT,False,False,2024-05-22T02:22:56Z,2025-10-27T11:13:54Z,2024-09-03T10:30:03Z,283107,False,False,main,,,[SIGGRAPH2024] DreamMat: High-quality PBR Material Generation with Geometry- and Light-aware Diffusion Models,https://github.com/zzzyuqing/DreamMat,0,0,0.0,421,0,0.0137025997681735,0.0,0.0,0.0,0.6043233082706767,0.97,0.0,material,0.9,0.1878055657026321,dreammat,0.0,,,0.13146389599184247
aquaskyline/Clairvoyante,173,25,15,0,Python,BSD-3-Clause,False,False,2017-07-21T02:28:26Z,2025-08-25T04:47:15Z,2023-12-26T16:09:30Z,937474,False,False,rbDev,bioinformatics;computational-biology;deep-learning;variant-calling,,Clairvoyante: a multi-task convolutional deep neural network for variant calling in Single Molecule Sequencing,https://github.com/aquaskyline/Clairvoyante,0,0,,673,0,0.0050919026328862,0.0,0.0,0.0,0.3674812030075187,1.0,0.0,bio,1.0,0.1877665008273291,clairvoyante,0.0,,,0.13143655057913037
MrOlm/inStrain,177,34,6,17,Python,MIT,False,False,2019-09-21T20:12:32Z,2025-10-19T15:51:51Z,2025-05-09T22:36:25Z,273806,True,False,master,,,Bioinformatics program inStrain,https://github.com/MrOlm/inStrain,0,0,0.0,172,0,0.0052574929624109,0.0,0.0,0.0,0.8383458646616542,0.68328,0.0,bio,1.0,0.1873780850586476,instrain,0.0,,,0.1311646595410533
cansyl/DEEPScreen,114,44,13,7,Python,,False,False,2019-01-09T13:43:35Z,2025-08-29T22:32:53Z,2024-07-25T11:01:40Z,278896,True,False,pytorch,2d-images-of-compounds;bioinformatics;cheminformatics;command-line-tool;convolutional-neural-networks;deep-learning;drug-discovery;drug-repurposing;drug-target-interactions;hyper-parameter-optimization;machine-learning;performance-evaluation;prediction-model,,DEEPScreen: Virtual Screening with Deep Convolutional Neural Networks Using Compound Images,https://github.com/cansyl/DEEPScreen,0,0,0.0,461,0,0.002649445272396,0.0,0.0,0.0,0.5667293233082706,0.93,0.0,chem,0.95,0.1868676803160409,deepscreen,0.0,,,0.13080737622122862
eggnogdb/eggnog-mapper,664,112,15,135,Python,AGPL-3.0,False,False,2015-08-17T14:02:53Z,2025-10-28T17:16:05Z,2025-06-18T18:01:08Z,99550,True,False,master,annotations;functional-annotation;genomics;orthology-assignments,http://eggnog-mapper.embl.de,Fast genome-wide functional annotation through orthology assignment,https://github.com/eggnogdb/eggnog-mapper,0,0,0.0,133,0,0.02541811558205,0.0,0.0,0.0,0.875,0.62824,0.0,bio,1.0,0.18681962311641,eggnog-mapper,0.0,,,0.130773736181487
UCL/rsd-engineeringcourse,128,114,26,54,Python,NOASSERTION,False,False,2013-11-11T14:37:20Z,2025-10-19T22:47:48Z,2025-08-28T18:41:22Z,100155,True,True,main,hacktoberfest,http://github-pages.ucl.ac.uk/rsd-engineeringcourse/,Course materials for Research Software Engineering course.,https://github.com/UCL/rsd-engineeringcourse,0,0,0.0,62,0,0.0032290114257327,0.0,0.0,0.0,0.9417293233082706,0.75,0.0,material,0.9,0.1865868611543762,rsd-engineeringcourse,0.0,,,0.13061080280806334
choderalab/openmmtools,298,85,33,254,Python,MIT,False,False,2014-10-19T02:52:35Z,2025-10-26T17:43:33Z,2025-09-30T22:14:45Z,34802,True,False,main,alchemical-free-energy-calculations;free-energy-calculations;integrators;markov-chain-monte-carlo;mcmc;molecular-dynamics;molecular-simulations;openmm;python;replica-exchange,http://openmmtools.readthedocs.io,A batteries-included toolkit for the GPU-accelerated OpenMM molecular simulation engine.,https://github.com/choderalab/openmmtools,0,0,0.0,28,0,0.0102666004305348,0.0,0.0,0.0,0.9736842105263158,0.52136,0.0,ml,1.05,0.1865070281956755,openmmtools,0.0,,,0.13055491973697284
yuyangw/MolCLR,299,72,1,11,Python,MIT,False,False,2021-11-03T20:45:58Z,2025-10-23T11:23:34Z,2023-11-04T04:25:44Z,14201,True,False,master,deep-learning;graph-neural-networks;molecule;pytorch;pytorch-geometric;self-supervised-learning,,"Implementation of MolCLR: ""Molecular Contrastive Learning of Representations via Graph Neural Networks"" in PyG.",https://github.com/yuyangw/MolCLR,0,0,0.0,725,0,0.010307998012916,0.0,0.0,0.0,0.318609022556391,0.95792,0.0,ml,1.05,0.1864910269511334,molclr,0.0,,,0.13054371886579338
AdvancedPhotonSource/GSAS-II,73,33,9,21,Python,NOASSERTION,False,False,2024-03-08T19:39:27Z,2025-10-28T16:23:27Z,2025-10-29T03:13:42Z,309708,True,False,main,crystallography;gsas-ii;materials-science;neutron-diffraction;powder-diffraction;structure-determination,,Home for GSAS-II: crystallographic and diffraction-based structural characterization of materials,https://github.com/AdvancedPhotonSource/GSAS-II,0,0,0.0,0,0,0.0009521443947673,0.0,0.0,0.0,1.0,0.7100000000000001,0.0,material,0.9,0.1860213859910581,gsas-ii,0.0,,,0.13021497019374068
microsoft/Graphormer,2362,366,28,97,Python,MIT,False,False,2021-05-27T05:31:18Z,2025-10-28T02:33:01Z,2024-06-07T17:01:35Z,8649,True,False,main,ai4science;deep-learning;graph;molecule-simulation;transformer,,Graphormer is a general-purpose deep learning backbone for molecular modeling.,https://github.com/microsoft/Graphormer,0,0,0.0,509,0,0.0957112104653088,0.0,0.0,0.0,0.5216165413533835,0.83,0.0,chem,0.95,0.1860137014169801,graphormer,0.0,,,0.13020959099188606
YangLabHKUST/SpatialScope,73,8,2,14,Python,GPL-3.0,False,False,2022-12-28T16:17:28Z,2025-09-02T09:57:22Z,2024-05-24T04:44:56Z,354791,True,False,master,,https://spatialscope-tutorial.readthedocs.io/en/latest/,A unified approach for integrating spatial and single-cell transcriptomics data by leveraging deep generative models,https://github.com/YangLabHKUST/SpatialScope,0,0,0.0,523,0,0.0009521443947673,0.0,0.0,0.0,0.5084586466165413,0.8400000000000001,0.0,ml,1.05,0.185888108217638,spatialscope,0.0,,,0.1301216757523466
art-egorov/lovis4u,134,7,2,2,Python,WTFPL,False,False,2024-04-25T14:28:55Z,2025-10-29T01:54:10Z,2025-05-13T15:18:46Z,143643,True,True,main,,,Bioinformatics tool for Locus Visualisation,https://github.com/art-egorov/lovis4u,0,0,0.0,169,0,0.0034773969200198,0.0,0.0,0.0,0.8411654135338346,0.67152,0.0,bio,1.0,0.1855400207373874,lovis4u,0.0,,,0.12987801451617118
pengxingang/Pocket2Mol,352,83,9,24,Python,MIT,False,False,2022-05-15T08:40:08Z,2025-10-24T14:22:15Z,2023-11-16T01:26:24Z,4790,True,False,main,,,Pocket2Mol: Efficient Molecular Sampling Based on 3D Protein Pockets,https://github.com/pengxingang/Pocket2Mol,0,0,0.0,713,0,0.012502069879119,0.0,0.0,0.0,0.3298872180451128,1.0,0.0,bio,1.0,0.1854891357803351,pocket2mol,0.0,,,0.12984239504623457
datamol-io/medchem,65,8,4,7,Python,Apache-2.0,False,False,2023-06-14T19:49:07Z,2025-10-16T18:12:08Z,2025-05-19T19:34:39Z,17838,False,True,main,,https://medchem-docs.datamol.io,Molecular filtering for drug discovery.,https://github.com/datamol-io/medchem,0,0,0.0,162,0,0.0006209637357178,0.0,0.0,0.0,0.8477443609022557,0.7337600000000001,0.0,chem,0.95,0.1852144973955006,medchem,0.0,,,0.12965014817685042
KrishnaswamyLab/MELD,110,10,4,11,Python,NOASSERTION,False,False,2017-11-28T17:05:46Z,2025-09-25T12:37:53Z,2024-09-27T21:17:15Z,18777,True,False,main,machine-learning;scrna-seq-analysis,,Quantifying experimental perturbations at single cell resolution,https://github.com/KrishnaswamyLab/MELD,0,0,0.0,396,0,0.0024838549428713,0.0,0.0,0.0,0.6278195488721805,0.8112,0.0,other,1.0,0.1849587258757923,meld,0.0,,,0.1294711081130546
Teichlab/tracer,130,47,17,32,Python,NOASSERTION,False,False,2015-08-14T12:07:02Z,2025-05-02T11:16:39Z,2023-11-28T22:44:48Z,45001,True,False,master,,,TraCeR - reconstruction of T cell receptor sequences from single-cell RNAseq data,https://github.com/Teichlab/tracer,0,0,0.0,700,0,0.0033118065904951,0.0,0.0,0.0,0.3421052631578947,1.0,0.0,bio,1.0,0.1848728876338884,tracer,0.0,,,0.12941102134372187
jsxlei/SCALE,103,20,6,20,Python,MIT,False,False,2018-10-19T07:22:53Z,2025-09-20T16:55:13Z,2023-08-23T12:06:53Z,12516,True,False,master,,,Single-cell ATAC-seq analysis via Latent feature Extraction,https://github.com/jsxlei/SCALE,0,0,0.0,798,0,0.002194071866203,0.0,0.0,0.0,0.25,1.0,0.0,ml,1.05,0.1842107550919026,scale,0.0,,,0.1289475285643318
huzongxiang/MatDGL,51,12,8,0,Python,MIT,False,False,2022-01-06T08:50:33Z,2025-07-08T08:50:13Z,2024-07-30T09:21:28Z,57309,True,False,main,deep-learning;graph;machine-learning;massagepassing;materials;neural-networks;pretrain;tensorflow;transformer,,MatDGL is a neural network package that allows researchers to train custom models for crystal modeling tasks. It aims to accelerate the research and application of material science.,https://github.com/huzongxiang/MatDGL,0,0,,456,0,4.139758238118894e-05,0.0,0.0,0.0,0.5714285714285714,0.98,0.0,material,0.9,0.1837360229934,matdgl,0.0,,,0.12861521609537999
YosefLab/Cassiopeia,95,28,10,38,Python,MIT,False,False,2018-06-01T09:44:53Z,2025-10-28T20:22:51Z,2025-10-28T21:54:22Z,64849,True,False,master,computational-biology;computational-phylogenetics;crispr-cas9;lineage-tracing;single-cell-lineage-tracing;single-cell-rna-seq,https://cassiopeia-lineage.readthedocs.io/en/latest/,A Package for Cas9-Enabled Single Cell Lineage Tracing Tree Reconstruction,https://github.com/YosefLab/Cassiopeia,0,0,0.0,0,0,0.0018628912071535,0.0,0.0,0.0,1.0,0.55456,0.0,other,1.0,0.1835565782414307,cassiopeia,0.0,,,0.12848960476900148
hspark1212/MOFTransformer,113,18,3,1,Python,,False,False,2021-12-11T06:30:12Z,2025-10-21T16:29:08Z,2024-06-20T06:58:46Z,1062911,True,True,master,,https://hspark1212.github.io/MOFTransformer/,"Universal Transfer Learning in Porous Materials, including MOFs.",https://github.com/hspark1212/MOFTransformer,0,0,0.0,496,0,0.0026080476900149,0.0,0.0,0.0,0.5338345864661654,1.0,0.0,material,0.9,0.1835145613661575,moftransformer,0.0,,,0.12846019295631025
gcorso/torsional-diffusion,273,47,6,11,Python,MIT,False,False,2022-06-01T03:03:15Z,2025-10-28T13:36:40Z,2024-02-10T12:42:10Z,1522,True,False,master,chemistry;conformer-generator;equivariance;geometry;machine-learning;molecules;neurips-2022;torsion-angles,https://arxiv.org/abs/2206.01729,Implementation of Torsional Diffusion for Molecular Conformer Generation (NeurIPS 2022),https://github.com/gcorso/torsional-diffusion,0,0,0.0,627,0,0.0092316608710051,0.0,0.0,0.0,0.4107142857142857,1.0,0.0,chem,0.95,0.183271872708348,torsional-diffusion,0.0,,,0.12829031089584358
eglaubauf/egMatLib,106,19,8,1,Python,GPL-3.0,False,False,2021-05-29T20:40:02Z,2025-10-20T14:45:30Z,2025-10-20T14:45:25Z,244287,True,False,main,addon;houdini;library;mantra;material;material-library;plugin;redshift;sidefx;sidefx-houdini;sidefxhoudini,,"Material Library for Houdini Mantra, Redshift and Arnold",https://github.com/eglaubauf/egMatLib,0,0,0.0,9,0,0.0023182646133465,0.0,0.0,0.0,0.9915413533834586,0.6908800000000002,0.0,material,0.9,0.1829248094349136,egmatlib,0.0,,,0.12804736660443952
SCM-NV/PLAMS,86,26,7,4,Python,NOASSERTION,False,False,2016-03-02T11:34:03Z,2025-10-21T15:12:54Z,2025-10-21T15:13:06Z,73886,True,False,trunk,,https://www.scm.com/doc/plams,Python Library for Automating Molecular Simulations,https://github.com/SCM-NV/PLAMS,0,0,0.0,8,0,0.0014903129657228,0.0,0.0,0.0,0.9924812030075189,0.6200000000000001,0.0,chem,0.95,0.1829188737492016,plams,0.0,,,0.1280432116244411
deepmodeling/reacnetgenerator,95,42,5,19,Python,LGPL-3.0,False,False,2018-04-06T15:07:56Z,2025-10-16T01:04:36Z,2025-10-27T20:11:46Z,33766,False,True,master,hmm;md;network;python;reaction;reactive,https://docs.deepmodeling.com/projects/reacnetgenerator/,an automatic reaction network generator for reactive molecular dynamics simulation,https://github.com/deepmodeling/reacnetgenerator,0,0,0.0,1,0,0.0018628912071535,0.0,0.0,0.0,0.99906015037594,0.6132000000000001,0.0,chem,0.95,0.1826456636150734,reacnetgenerator,0.0,,,0.12785196453055137
MolSSI/QCFractal,155,52,15,38,Python,BSD-3-Clause,False,False,2017-01-19T20:28:18Z,2025-10-24T17:34:41Z,2025-10-24T19:16:09Z,89725,False,True,main,computational-chemistry;database-platform;distributed-computing;python;quantum-chemistry,https://molssi.github.io/QCFractal/,A distributed compute and database platform for quantum chemistry.,https://github.com/MolSSI/QCFractal,0,0,0.0,5,0,0.0043467461500248,0.0,0.0,0.0,0.9953007518796992,0.6104,0.0,chem,0.95,0.1823614531970761,qcfractal,0.0,,,0.12765301723795328
widdowquinn/find_differential_primers,62,24,8,21,Python,MIT,False,False,2012-01-30T14:14:48Z,2025-06-11T22:57:31Z,2023-11-07T12:51:09Z,100463,True,True,diagnostic_primers,bioinformatics;bioinformatics-scripts;diagnostic-primers;diagnostics;primer-design;qpcr,https://widdowquinn.github.io/find_differential_primers/,"Code for design of diagnostic PCR primers, and metabarcoding markers.",https://github.com/widdowquinn/find_differential_primers,0,0,0.0,722,0,0.0004967709885742,0.0,0.0,0.0,0.3214285714285714,1.0,0.0,bio,1.0,0.182242211340572,find_differential_primers,0.0,,,0.1275695479384004
krassowski/easy-entrez,79,6,1,7,Python,LGPL-3.0,False,False,2020-06-14T10:48:26Z,2025-05-13T22:51:33Z,2023-11-02T21:59:16Z,123,True,False,main,entrez;entrez-eutilities;eutilities;gene-annotations;literature-mining;literature-search;meta-analysis;pubmed;pubmed-central,https://easy-entrez.readthedocs.io/en/latest/,"Retrieve PubMed articles, text-mining annotations, or molecular data from >35 Entrez databases via easy to use Python package - built on top of Entrez E-utilities API.",https://github.com/krassowski/easy-entrez,0,0,0.0,726,0,0.0012005298890544,0.0,0.0,0.0,0.3176691729323309,1.0,0.0,other,1.0,0.1820070232710439,easy-entrez,0.0,,,0.12740491628973072
