repo,stars,forks,watchers,open_issues,language,license,archived,disabled,created_at,updated_at,pushed_at,size_kb,has_wiki,has_pages,default_branch,topics,homepage,description,html_url
materialsintelligence/mat2vec,630,184,39,8,Python,MIT,False,False,2019-04-25T07:55:30Z,2025-10-09T05:43:39Z,2023-05-06T22:45:49Z,57197,True,False,master,,,"Supplementary Materials for Tshitoyan et al. ""Unsupervised word embeddings capture latent knowledge from materials science literature"", Nature (2019).",https://github.com/materialsintelligence/mat2vec
MMD-Blender/blender_mmd_tools_append,555,36,13,26,Python,GPL-3.0,False,False,2021-01-06T10:46:44Z,2025-10-28T06:11:24Z,2025-10-22T06:02:05Z,945,True,False,main,blender-addon;mmd,,"mmd_tools_append is a blender addon for adjust scenes, models and materials in concert with mmd_tools",https://github.com/MMD-Blender/blender_mmd_tools_append
taichi-dev/taichi_elements,544,81,24,24,Python,MIT,False,False,2020-01-02T19:46:31Z,2025-10-20T19:16:03Z,2024-04-14T20:43:07Z,319,True,False,master,,,High-performance multi-material continuum physics engine in Taichi,https://github.com/taichi-dev/taichi_elements
talkpython/data-driven-web-apps-with-flask,541,506,12,5,Python,MIT,False,False,2019-03-22T21:16:52Z,2025-10-28T14:46:52Z,2025-10-28T14:46:48Z,3232,True,False,master,course;course-demo;flask;flask-course;fullstack;mongodb;online-learning;python;python3;sqlalchemy;unit-testing,https://training.talkpython.fm/courses/explore_flask/building-data-driven-web-applications-in-python-with-flask-sqlalchemy-and-bootstrap,Course demo code and other hand-out materials for our data-driven web apps in Flask course,https://github.com/talkpython/data-driven-web-apps-with-flask
vlall/Darksearch,506,90,31,14,Python,,False,False,2015-12-09T18:25:56Z,2025-10-26T07:31:55Z,2022-12-26T20:14:58Z,545,True,False,master,dark-web;darkweb;deep-web;search;search-engine,http://darksearch.com,":mag::shipit: Search engine for hidden material. Scraping dark web onions, irc logs, deep web etc...",https://github.com/vlall/Darksearch
orbital-materials/orb-models,504,68,11,9,Python,Apache-2.0,False,False,2024-08-30T15:27:25Z,2025-10-29T08:22:42Z,2025-10-24T07:56:42Z,3882,True,False,main,,,ORB forcefield models from Orbital Materials,https://github.com/orbital-materials/orb-models
LechGrzelak/Computational-Finance-Course,463,157,15,0,Python,BSD-3-Clause,False,False,2021-02-20T16:09:03Z,2025-10-28T17:40:34Z,2024-03-01T11:58:38Z,12459,True,False,main,,,Here you will find materials for the course of Computational Finance,https://github.com/LechGrzelak/Computational-Finance-Course
insideofdrop/Dropbox-Interview-Prep,463,125,15,1,Python,,False,False,2021-02-25T23:52:38Z,2025-10-09T01:26:49Z,2023-07-23T13:33:06Z,1681,True,False,main,,,Preparation material for Dropbox interviews,https://github.com/insideofdrop/Dropbox-Interview-Prep
materialsvirtuallab/matgl,449,93,9,6,Python,BSD-3-Clause,False,False,2022-08-29T18:36:05Z,2025-10-29T08:48:59Z,2025-10-27T14:10:32Z,122904,False,True,main,deep;graph;learning;materials-informatics;materials-science,,Graph deep learning library for materials,https://github.com/materialsvirtuallab/matgl
google/speaker-id,434,38,16,0,Python,Apache-2.0,False,False,2018-10-05T15:16:17Z,2025-10-18T07:38:16Z,2025-08-12T17:57:16Z,189692,True,True,master,source-separation;speaker-diarization;speaker-identification;speaker-recognition;speaker-verification,,"This repository contains audio samples and supplementary materials accompanying publications by the ""Speaker, Voice and Language"" team at Google.",https://github.com/google/speaker-id
owasp-dep-scan/blint,417,42,8,44,Python,MIT,False,False,2023-01-21T15:42:23Z,2025-10-28T07:08:51Z,2025-10-28T07:08:47Z,10391,True,False,main,binary;cyclonedx;depscan;fuzzing;malware;sbom;supply-chain-analytics;supply-chain-security,,blint is a Binary Linter that checks the security properties and capabilities of your executables. It can also generate a Software Bill-of-Materials (SBOM) for supported binaries.,https://github.com/owasp-dep-scan/blint
jkitchin/dft-book,404,146,42,1,Python,,False,False,2012-07-13T16:31:52Z,2025-10-29T00:20:35Z,2024-08-01T18:26:18Z,76377,True,True,master,,http://kitchingroup.cheme.cmu.edu/dft-book,"A book on modeling materials using VASP, ase and vasp",https://github.com/jkitchin/dft-book
zzzyuqing/DreamMat,381,18,9,19,Python,MIT,False,False,2024-05-22T02:22:56Z,2025-10-27T11:13:54Z,2024-09-03T10:30:03Z,283107,False,False,main,,,[SIGGRAPH2024] DreamMat: High-quality PBR Material Generation with Geometry- and Light-aware Diffusion Models,https://github.com/zzzyuqing/DreamMat
trailofbits/it-depends,372,20,23,23,Python,LGPL-3.0,False,False,2021-01-28T23:18:50Z,2025-10-08T18:51:12Z,2025-10-20T15:13:20Z,522,True,False,master,dependency-analysis;dependency-graph;hacktoberfest;hacktoberfest2021;sbom;sbom-generator;sbom-tool;vulnerability-scanner,https://blog.trailofbits.com/2021/12/16/it-depends/,A tool to automatically build a dependency graph and Software Bill of Materials (SBOM) for packages and arbitrary source code repositories.,https://github.com/trailofbits/it-depends
PMEAL/porespy,371,110,23,41,Python,MIT,False,False,2015-05-06T20:35:41Z,2025-10-21T16:29:00Z,2025-10-27T04:31:25Z,1634759,False,True,dev,3d-images;image-analysis;porespy;porous-materials;porous-media;python;scientific-visualization;tomography;voxel-generator,https://porespy.org,A set of tools for characterizing and analyzing 3D images of porous materials,https://github.com/PMEAL/porespy
777arc/PySDR,370,85,15,9,Python,NOASSERTION,False,False,2024-01-09T03:40:48Z,2025-10-26T20:28:33Z,2025-10-13T15:11:29Z,110556,False,True,master,communications;digital-signal-processing;dsp;plutosdr;rf;rtl-sdr;sdr;signal-processing;signals;usrp;wireless,https://pysdr.org/,"PySDR.org textbook source material, feel free to post issues/PRs",https://github.com/777arc/PySDR
SJTU-DMTai/MASTER,367,85,9,0,Python,MIT,False,False,2023-12-16T12:34:28Z,2025-10-28T07:41:09Z,2025-06-26T15:01:29Z,15966,True,False,master,,,"This is the official code and supplementary materials for our AAAI-2024 paper: MASTER: Market-Guided Stock Transformer for Stock Price Forecasting. MASTER is a stock transformer for stock price forecasting, which models the momentary and cross-time stock correlation and guide feature selection with market information.",https://github.com/SJTU-DMTai/MASTER
usnistgov/jarvis,357,131,22,49,Python,NOASSERTION,False,False,2017-06-22T19:34:02Z,2025-10-22T09:50:47Z,2025-08-25T15:23:20Z,241817,True,False,master,ai;atomistic-simulations;dft;lammps;materials-informatics;md;mgi;pytorch;quantum-computing;scikit-learn;tensorflow;vasp,https://pages.nist.gov/jarvis/,About JARVIS-Tools: an open-source software package for data-driven atomistic materials design. Publications: https://scholar.google.com/citations?user=3w6ej94AAAAJ https://www.youtube.com/@dr_k_choudhary,https://github.com/usnistgov/jarvis
pycalphad/pycalphad,352,118,27,42,Python,NOASSERTION,False,False,2014-01-15T02:58:25Z,2025-10-29T00:23:01Z,2025-10-27T23:45:43Z,72314,False,False,develop,calphad;materials;materials-science;pycalphad;python;thermodynamics,https://pycalphad.org,"CALPHAD tools for designing thermodynamic models, calculating phase diagrams and investigating phase equilibria.",https://github.com/pycalphad/pycalphad
debuggyo/Exo,342,7,4,2,Python,,False,False,2025-08-19T06:41:06Z,2025-10-29T22:49:05Z,2025-10-29T21:17:32Z,26778,False,False,main,gtk4;hyprland;ignis;linux-desktop;material3;niri;python;rice;unixporn;wayland,,A Material 3 inspired desktop shell for Niri and Hyprland created with Ignis.,https://github.com/debuggyo/Exo
txie-93/cdvae,335,118,4,48,Python,MIT,False,False,2021-12-09T19:40:16Z,2025-10-28T20:49:26Z,2024-08-14T04:59:20Z,141383,True,False,main,,,An SE(3)-invariant autoencoder for generating the periodic structure of materials [ICLR 2022],https://github.com/txie-93/cdvae
CycloneDX/cyclonedx-python,334,82,11,21,Python,Apache-2.0,False,False,2018-11-15T05:53:33Z,2025-10-29T20:53:54Z,2025-10-29T15:31:31Z,5308,False,False,main,bill-of-materials;bom;conda;cyclonedx;environment;hacktoberfest;owasp;package-url;pip;poetry;purl;python;python3;requirements;sbom;sbom-generator;sbom-tool;software-bill-of-materials;spdx,https://cyclonedx.org,CycloneDX Software Bill of Materials (SBOM) generator for Python projects and environments,https://github.com/CycloneDX/cyclonedx-python
3DTopia/MaterialAnything,318,15,24,15,Python,NOASSERTION,False,False,2024-11-21T04:23:14Z,2025-10-26T12:45:46Z,2025-08-19T02:15:20Z,103826,False,False,main,3d;computer-vision;generative-ai;graphics,https://xhuangcv.github.io/MaterialAnything/,[CVPR 2025 Highlight] Material Anything: Generating Materials for Any 3D Object via Diffusion,https://github.com/3DTopia/MaterialAnything
PrismPipeline/QuiltiX,308,37,9,11,Python,Apache-2.0,False,False,2023-07-30T10:51:08Z,2025-10-29T20:18:41Z,2025-07-03T17:45:40Z,34678,False,False,main,3d;3d-graphics;materialx;nodegraph;openusd;pyside;python;qt;real-time-rendering;rendering;rendering-3d-graphics;universal-scene-description;usd;vfx,https://pypi.org/project/QuiltiX,"QuiltiX is a graphical node editor to edit, and author MaterialX based materials of 3D assets",https://github.com/PrismPipeline/QuiltiX
Kai-46/IRON,307,24,9,14,Python,BSD-2-Clause,False,False,2022-06-20T12:42:25Z,2025-09-08T02:56:03Z,2023-11-04T04:44:54Z,1944,True,False,main,,,Inverse rendering by optimizing neural SDF and materials from photometric images,https://github.com/Kai-46/IRON
linyuxuanlin/Wiki_MkDocs,304,72,3,2,Python,MIT,False,False,2022-02-09T07:09:56Z,2025-10-24T07:17:55Z,2025-09-17T09:11:48Z,55804,True,True,main,blog;circuit;embedded;hardware;hardware-designs;life;semiconductor-test;wiki,https://wiki-power.com,基于 MkDocs & Material theme 的个人知识库,https://github.com/linyuxuanlin/Wiki_MkDocs
viewflow/cookbook,302,140,19,1,Python,,False,False,2015-05-08T10:32:49Z,2025-10-23T10:51:57Z,2025-01-15T11:31:45Z,94829,True,False,main,,,Sample projects for viewflow and django-material,https://github.com/viewflow/cookbook
clarabez/appium,292,36,14,2,Python,,False,False,2019-09-21T19:01:53Z,2025-09-25T15:07:08Z,2023-10-18T02:00:44Z,67082,True,False,master,,,Appium com Python: tutoriais do básico ao avançado. Material recomendado pela  documentação oficial do Appium.,https://github.com/clarabez/appium
Rev-RoastedDuck/Qt-RoastedDuck-Widgets,287,39,5,2,Python,GPL-3.0,False,False,2023-07-23T02:23:01Z,2025-10-14T10:06:00Z,2025-07-08T02:53:29Z,110950,True,False,main,cpp;gui;pyqt;pyside6;python;qt;ui;widgets,,🎨 基于Qt的动画特效控件实现 |  Qt widgets-based implementation of the Animation Material Design specification.😊,https://github.com/Rev-RoastedDuck/Qt-RoastedDuck-Widgets
SilenceEagle/paper_downloader,278,34,4,0,Python,MIT,False,False,2019-12-03T09:34:53Z,2025-10-22T07:57:20Z,2025-10-11T07:45:52Z,3182,True,False,master,aaai;aamas;accv;aistats;colt;cvpr;eccv;iccv;iclr;icml;ijcai;jmlr;nips;paper-download;rss;wacv,,"Download papers and supplemental materials from open-access paper website, such as AAAI, AAMAS, AISTATS, COLT, CORL, CVPR, ECCV, ICCV, ICLR, ICML, IJCAI, JMLR, NIPS, RSS, WACV.",https://github.com/SilenceEagle/paper_downloader
janosh/pymatviz,277,37,5,6,Python,MIT,False,False,2021-02-21T12:40:34Z,2025-10-28T21:46:51Z,2025-10-28T21:46:46Z,17937,False,True,main,data-visualization;machine-learning;materials-informatics;materials-science;matplotlib;plotly;plots;python;uncertainty;uncertainty-calibration,https://janosh.github.io/pymatviz,A toolkit for visualizations in materials informatics.,https://github.com/janosh/pymatviz
facebookresearch/all-atom-diffusion-transformer,266,30,5,3,Python,NOASSERTION,False,False,2025-03-04T07:29:02Z,2025-10-26T12:45:30Z,2025-09-04T05:43:30Z,1645,False,False,main,diffusion;generation;latent-diffusion;materials;molecules;transformer,https://www.arxiv.org/abs/2503.03965,Official implementation of All Atom Diffusion Transformers (ICML 2025),https://github.com/facebookresearch/all-atom-diffusion-transformer
astra-vision/MaterialPalette,266,15,20,1,Python,MIT,False,False,2023-10-01T07:35:37Z,2025-10-16T02:04:05Z,2025-05-19T21:06:24Z,531653,False,True,master,albedo;computer-vision;cvpr;cvpr2024;generative-ai;material;normal;roughness;stable-diffusion,,"[CVPR 2024] Official repository of ""Material Palette: Extraction of Materials from a Single Real-world Image""",https://github.com/astra-vision/MaterialPalette
IBM/materials,262,41,15,19,Python,Apache-2.0,False,False,2024-07-24T17:50:09Z,2025-10-28T20:24:25Z,2025-09-18T09:01:37Z,76010,True,False,main,,,Foundation Model for Materials - FM4M,https://github.com/IBM/materials
hackingmaterials/atomate,259,173,24,48,Python,NOASSERTION,False,False,2015-09-23T19:53:55Z,2025-10-27T14:17:39Z,2024-07-18T19:48:05Z,398745,True,True,main,,https://hackingmaterials.github.io/atomate,atomate is a powerful software for computational materials science and contains pre-built workflows.,https://github.com/hackingmaterials/atomate
yuntaodu/Transfer-learning-materials,249,52,18,0,Python,Apache-2.0,False,False,2019-10-15T09:22:45Z,2025-10-10T05:55:07Z,2023-08-23T09:43:30Z,155740,True,True,master,domain-adaptation;machine-learning;transfer-learning,,resource collection for transfer learning!,https://github.com/yuntaodu/Transfer-learning-materials
materialsproject/atomate2,248,128,6,67,Python,NOASSERTION,False,False,2020-10-22T17:40:19Z,2025-10-29T18:47:47Z,2025-10-29T18:47:42Z,549421,False,True,main,automation;dft;high-throughput;materials-science;vasp,https://materialsproject.github.io/atomate2/,atomate2 is a library of computational materials science workflows,https://github.com/materialsproject/atomate2
jbms/sphinx-immaterial,245,37,7,43,Python,NOASSERTION,False,False,2021-09-25T05:35:19Z,2025-10-22T10:08:47Z,2025-10-27T05:24:43Z,133797,True,True,main,documentation;material-design;sphinx;static;theme,https://jbms.github.io/sphinx-immaterial/,Adaptation of the popular mkdocs-material material design theme to the sphinx documentation system,https://github.com/jbms/sphinx-immaterial
ziadOUA/m3-Markdown-Badges,242,7,6,16,Python,GPL-3.0,False,False,2022-12-22T17:19:48Z,2025-10-24T18:54:03Z,2025-03-06T20:50:03Z,1134,True,True,master,badge;markdown;material;material-design;material-ui;material3;profile-badges;profile-readme;readme;readme-profile,https://ziadoua.github.io/m3-Markdown-Badges/,🏅 A Material You inspired markdown badge collection.,https://github.com/ziadOUA/m3-Markdown-Badges
AdrianNunez/Fall-Detection-with-CNNs-and-Optical-Flow,237,62,12,18,Python,MIT,False,False,2017-07-12T09:00:16Z,2025-10-26T05:44:28Z,2023-02-15T18:33:10Z,133,True,False,master,,https://www.hindawi.com/journals/wcmc/2017/9474806/,"Repository containing the material required to reproduce the results of the paper ""Vision-Based Fall Detection with Convolutional Neural Networks""",https://github.com/AdrianNunez/Fall-Detection-with-CNNs-and-Optical-Flow
Infiziert90/getnative,235,13,11,1,Python,MIT,False,False,2017-10-03T16:49:19Z,2025-10-14T18:24:52Z,2023-12-31T16:43:48Z,135,True,False,master,,,Find the native resolution(s) of upscaled material (mostly anime),https://github.com/Infiziert90/getnative
libAtoms/matscipy,222,64,18,31,Python,LGPL-2.1,False,False,2014-07-22T08:32:48Z,2025-10-27T10:30:53Z,2025-10-29T15:07:00Z,143477,True,True,master,,http://libatoms.github.io/matscipy/,Materials science with Python at the atomic-scale,https://github.com/libAtoms/matscipy
Peter-Kocsis/IntrinsicImageDiffusion,222,20,7,3,Python,NOASSERTION,False,False,2023-12-05T12:52:40Z,2025-09-29T10:59:06Z,2025-09-29T10:59:02Z,33145,True,True,main,,,Intrinsic Image Diffusion for Single-view Material Estimation,https://github.com/Peter-Kocsis/IntrinsicImageDiffusion
pycroscopy/atomai,214,40,6,11,Python,MIT,False,False,2020-09-04T06:08:25Z,2025-10-17T18:52:52Z,2025-06-24T07:57:00Z,226931,True,False,master,deep-kernel-learning;deep-learning;electron-microscopy;ensemble-learning;fully-convolutional-networks;google-colaboratory;imaging;jupyter-notebook;machine-learning;materials;materials-science;microscopy;multivariate-analysis;pytorch;scanning-probe-microscopy;semantic-segmentation;variational-autoencoders,https://atomai.readthedocs.io/,Deep and Machine Learning for Microscopy,https://github.com/pycroscopy/atomai
uccser/cs-unplugged,212,35,16,115,Python,MIT,False,False,2016-08-22T23:16:40Z,2025-10-27T02:47:46Z,2025-10-22T19:51:12Z,526762,False,False,develop,computer-science;cs-unplugged;django;education;educational-materials,https://www.csunplugged.org,"A collection of free teaching material that teaches Computer Science through engaging games and puzzles that use cards, string, crayons and lots of running around.",https://github.com/uccser/cs-unplugged
PKUFlyingPig/Computer-Network-A-Top-Down-Approach,211,28,3,0,Python,,False,False,2021-03-18T13:02:25Z,2025-10-27T03:49:20Z,2022-11-30T10:28:25Z,88175,True,False,master,,,My learning materials for Computer Networking : A Top Down Approach,https://github.com/PKUFlyingPig/Computer-Network-A-Top-Down-Approach
Keep-Passion/ImageStitch,209,53,4,5,Python,MIT,False,False,2017-11-28T02:42:56Z,2025-09-14T23:08:25Z,2023-06-29T14:25:36Z,463190,True,False,master,image-fusion;image-stitching;microscopic-images;surf-gpu,,A Fast Algorithm for Material Image Sequential Stitching,https://github.com/Keep-Passion/ImageStitch
beecho01/material-symbols,203,0,2,3,Python,NOASSERTION,False,False,2023-07-22T20:31:17Z,2025-10-28T02:31:34Z,2025-10-28T02:31:30Z,14767,False,True,main,home-assistant;home-assistant-integration;material-symbols,,"Material Symbols for Home Assistant is a collection of 15,613 Google Material Symbols for use within Home Assistant. It uses the icon-set produced and maintained by iconify.",https://github.com/beecho01/material-symbols
janosh/matbench-discovery,197,48,10,8,Python,MIT,False,False,2022-06-20T18:32:44Z,2025-10-29T11:22:55Z,2025-10-29T11:22:51Z,283143,False,True,main,bayesian-optimization;convex-hull;high-throughput-search;interatomic-potential;machine-learning;materials-discovery,https://matbench-discovery.materialsproject.org,An evaluation framework for machine learning models simulating high-throughput materials discovery.,https://github.com/janosh/matbench-discovery
visualbruno/ComfyUI-Hunyuan3d-2-1,197,21,2,44,Python,NOASSERTION,False,False,2025-06-19T15:36:35Z,2025-10-29T05:36:24Z,2025-08-11T19:41:21Z,1482,True,False,main,3d;3d-generation;comfyui;hunyuan3d;hunyuan3dwrapper;image-to-3d;shape;shape-generation;texture-generation,,ComfyUI Wrapper for Hunyuan3D v2.1 - From Images to High-Fidelity 3D Assets with Production-Ready PBR Material,https://github.com/visualbruno/ComfyUI-Hunyuan3d-2-1
thorn-oss/perception,192,16,7,16,Python,Apache-2.0,False,False,2019-11-01T17:28:57Z,2025-09-23T20:06:36Z,2025-10-29T22:06:49Z,9575,False,True,main,owner-data-science,https://perception.thorn.engineering/,Perceptual hashing tools for detecting child sexual abuse material,https://github.com/thorn-oss/perception
dimitrisdais/crack_detection_CNN_masonry,189,62,6,9,Python,GPL-3.0,False,False,2021-03-02T11:22:49Z,2025-10-28T20:28:32Z,2024-12-02T22:55:41Z,78554,True,False,main,,,"This GitHub Repository was produced to share material relevant to the Journal paper ""Automatic crack classification and segmentation on masonry surfaces using convolutional neural networks and transfer learning"" by D. Dais, İ. E. Bal, E. Smyrou, and V. Sarhosis published in ""Automation in Construction"".",https://github.com/dimitrisdais/crack_detection_CNN_masonry
Aleafy/Make_it_Real,185,5,12,4,Python,MIT,False,False,2024-04-25T14:19:09Z,2025-10-07T14:56:41Z,2024-07-04T06:13:03Z,37331,True,False,main,,https://sunzey.github.io/Make-it-Real/,[NeurIPS 2024] Make-it-Real: Unleashing Large Multimodal Model for Painting 3D Objects with Realistic Materials,https://github.com/Aleafy/Make_it_Real
materialsproject/crystaltoolkit,183,64,7,67,Python,NOASSERTION,False,False,2017-07-25T21:06:36Z,2025-10-28T23:27:17Z,2025-10-28T23:28:45Z,38864,False,True,main,,https://docs.crystaltoolkit.org,Crystal Toolkit is a framework for building web apps for materials science and is currently powering the new Materials Project website.,https://github.com/materialsproject/crystaltoolkit
ZexinHe/Neural-LightRig,182,3,12,3,Python,Apache-2.0,False,False,2024-12-12T19:58:50Z,2025-10-20T02:36:08Z,2025-04-03T22:35:29Z,22961,True,False,main,,https://projects.zxhezexin.com/neural-lightrig/,[CVPR2025] Neural LightRig: Unlocking Accurate Object Normal and Material Estimation with Multi-Light Diffusion,https://github.com/ZexinHe/Neural-LightRig
IntelLabs/matsciml,181,31,5,31,Python,MIT,False,False,2022-09-13T20:27:28Z,2025-09-24T04:48:55Z,2025-03-24T15:37:05Z,37682,True,True,main,ai;dgl;pytorch;pytorch-lightning,,"Open MatSci ML Toolkit is a framework for prototyping and scaling out deep learning models for materials discovery supporting widely used materials science datasets, and built on top of PyTorch Lightning, the Deep Graph Library, and PyTorch Geometric.",https://github.com/IntelLabs/matsciml
matajoh/fourier_feature_nets,179,25,5,0,Python,MIT,False,False,2021-09-23T15:21:46Z,2025-07-16T18:09:24Z,2023-05-12T12:27:59Z,6463,True,False,main,computer-graphics;computer-vision;deep-learning;pytorch,,"Supplemental learning materials for ""Fourier Feature Networks and Neural Volume Rendering""",https://github.com/matajoh/fourier_feature_nets
OpenTechSchool/python-beginners,178,296,46,22,Python,,False,False,2012-08-27T21:32:17Z,2025-10-14T06:43:43Z,2025-06-10T08:54:19Z,3289,True,True,master,,http://opentechschool.github.io/python-beginners/,"Workshop material for ""Introduction to Programming with Python""",https://github.com/OpenTechSchool/python-beginners
kealiu/ComfyUI-ZeroShot-MTrans,175,10,2,7,Python,Apache-2.0,False,False,2024-04-24T07:54:40Z,2025-08-21T16:26:44Z,2024-07-04T10:12:32Z,9576,True,False,main,,,ZeST: Zero-Shot Material Transfer from a Single Image,https://github.com/kealiu/ComfyUI-ZeroShot-MTrans
hachmannlab/chemml,170,33,12,7,Python,BSD-3-Clause,False,False,2017-12-07T04:48:18Z,2025-10-21T13:31:28Z,2025-08-20T15:31:42Z,98622,True,True,master,data-science;deep-learning;drug-discovery;machine-learning;materials-informatics;quantum-mechanics,https://hachmannlab.github.io/chemml,ChemML is a machine learning and informatics program suite for the chemical and materials sciences.,https://github.com/hachmannlab/chemml
DataScienceHamburg/PyTorchUltimateMaterial,168,258,1,5,Python,,False,False,2022-06-09T13:38:23Z,2025-10-29T06:32:03Z,2025-06-18T10:23:37Z,77481,True,False,main,,,"This repo holds material for the Udemy course ""PyTorch Ultimate""",https://github.com/DataScienceHamburg/PyTorchUltimateMaterial
ZebinHe/MaterialMVP,166,6,24,13,Python,,False,False,2025-03-11T13:51:33Z,2025-10-28T12:12:47Z,2025-07-26T00:42:17Z,1495768,True,True,main,pbr-textures;texture-generation,https://zebinhe.github.io/MaterialMVP/,MaterialMVP: Illumination-Invariant Material Generation via Multi-view PBR Diffusion,https://github.com/ZebinHe/MaterialMVP
hackingmaterials/automatminer,165,52,8,50,Python,NOASSERTION,False,False,2018-05-10T18:27:08Z,2025-10-20T05:50:15Z,2023-11-12T10:09:39Z,53123,True,True,main,machine-learning;material-properties;pipeline;prediction,,An automatic engine for predicting materials properties.,https://github.com/hackingmaterials/automatminer
KhronosGroup/OpenXR-Docs,163,67,26,56,Python,NOASSERTION,False,False,2019-01-31T01:20:46Z,2025-10-14T21:39:37Z,2025-10-14T21:41:23Z,59011,True,False,main,,,OpenXR Specification sources and related material,https://github.com/KhronosGroup/OpenXR-Docs
md-cs-student-unipi/Materials,160,40,5,0,Python,,False,False,2019-02-12T00:29:52Z,2025-10-29T18:57:52Z,2025-07-30T23:08:32Z,35225,True,True,master,,,🎓Collection of useful repositories,https://github.com/md-cs-student-unipi/Materials
rmariano/Clean-code-in-Python,158,33,3,12,Python,MIT,False,False,2016-07-20T14:17:05Z,2025-10-17T17:26:18Z,2025-10-27T11:40:14Z,623,True,False,main,books;conference-talk;education;europython;python;python3,,"Resources for the book Clean code in Python, and material for the talk at EuroPython 2016",https://github.com/rmariano/Clean-code-in-Python
ShoroukAziz/Beautify-Anki,158,18,8,29,Python,AGPL-3.0,False,False,2020-05-17T07:06:29Z,2025-08-16T12:20:17Z,2023-03-17T22:23:38Z,147390,False,False,master,anki;anki-addon;anki21,http://beautify-anki.shorouk.dev/,An Anki addon that attempts to give Anki's deck browser and deck overview pages a material design look.,https://github.com/ShoroukAziz/Beautify-Anki
ThomasVrancken/info9023-mlops,155,16,6,0,Python,NOASSERTION,False,False,2023-08-31T15:38:07Z,2025-10-29T03:51:21Z,2025-07-27T13:06:30Z,166339,True,False,main,,,"Repo centralising material for the ULiege course INFO9023 ""Machine Learning Systems Design (MLOps)"".",https://github.com/ThomasVrancken/info9023-mlops
lief-project/tutorials,152,45,13,3,Python,,False,False,2017-03-26T08:35:43Z,2025-10-02T12:33:58Z,2023-04-09T11:00:20Z,59751,False,False,master,tutorial,,Materials for LIEF tutorials,https://github.com/lief-project/tutorials
materialsproject/api,149,51,11,27,Python,NOASSERTION,False,False,2020-01-27T20:28:21Z,2025-10-28T23:16:49Z,2025-10-28T23:16:47Z,33258,False,True,main,,https://materialsproject.github.io/api/,New API client for the Materials Project,https://github.com/materialsproject/api
LoganFairbairn/RyMat,149,5,12,13,Python,GPL-3.0,False,False,2021-09-27T15:21:20Z,2025-10-08T22:53:26Z,2025-03-01T15:09:59Z,618686,True,False,main,baking;blender;blender-addon;layered-materials;material-editor;materials;open-source;painter;pbr-materials;shading-nodes;texture-painting;texturing,,Provides a layer based user interface and utility functions for creating complex materials in Blender.,https://github.com/LoganFairbairn/RyMat
quicwg/wg-materials,147,59,47,1,Python,,False,False,2016-10-17T02:18:19Z,2025-10-29T03:04:31Z,2025-10-29T03:04:28Z,108283,False,True,main,ietf;materials;quic;standards;working-group,https://quicwg.org,"Agenda, Minutes, Presentations",https://github.com/quicwg/wg-materials
absoluteappsec/handouts,147,57,13,0,Python,,False,False,2018-10-09T16:45:48Z,2025-07-17T13:33:51Z,2025-07-17T13:33:48Z,116776,True,False,main,,,materials we hand out,https://github.com/absoluteappsec/handouts
qpv-research-group/solcore5,143,83,21,43,Python,NOASSERTION,False,False,2017-10-29T20:13:23Z,2025-10-14T13:50:35Z,2025-07-02T07:45:29Z,15236,True,False,develop,hacktoberfest;photovoltaic;python;semiconductor;solar-cells,https://www.solcore.solar/,"A multi-scale, python-based library for the modelling of solar cells and semiconductor materials",https://github.com/qpv-research-group/solcore5
mit-gfx/diffmat,142,16,22,0,Python,NOASSERTION,False,False,2022-07-03T17:28:41Z,2025-10-14T04:02:28Z,2025-01-02T01:13:52Z,1339,True,False,master,,,PyTorch-based differentiable material graph library for procedural material capture,https://github.com/mit-gfx/diffmat
MrM8BRH/SuperLibrary,131,35,8,0,Python,,False,False,2020-07-01T10:15:42Z,2025-10-29T16:41:52Z,2025-09-21T20:45:19Z,507,True,False,master,books;bugbounty;comptia;courses;cybersecurity;digital-forensics;ec-council;hacking;infosec;isc2;kali-linux;malware-analysis;mrm8brh;network-security;offensive-security;pentesting;reverse-engineering;sans;superlibrary;web-application-security,,"A massive, curated collection of information security books, study guides, cheat sheets, and resources. This library is intended for educational purposes and to help those who cannot otherwise access this material.",https://github.com/MrM8BRH/SuperLibrary
materialsvirtuallab/pymatgen-analysis-diffusion,129,56,22,7,Python,BSD-3-Clause,False,False,2016-01-12T19:35:03Z,2025-10-08T21:08:32Z,2025-10-08T13:52:42Z,24901,True,True,master,,https://guide.materialsvirtuallab.org/pymatgen-diffusion/,This add-on to pymatgen provides tools for analyzing diffusion in materials.,https://github.com/materialsvirtuallab/pymatgen-analysis-diffusion
peaceiris/mkdocs-material-boilerplate,129,60,2,14,Python,MIT,False,False,2019-01-26T07:16:07Z,2025-10-09T08:38:37Z,2025-10-22T01:40:27Z,9198,False,True,main,aws;boilerplate;docker;dockerfile;github-pages;gitlab-pages;mkdocs;mkdocs-material;netlify;starter-kit;static-site-generator,https://mkdocs.peaceiris.com/,"MkDocs Material Boilerplate (Starter Kit) - Deploy documentation to hosting platforms (Netlify, GitHub Pages, GitLab Pages, and AWS Amplify Console) with Docker, pipenv, and GitHub Actions.",https://github.com/peaceiris/mkdocs-material-boilerplate
